epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,2249.24,0.90967,0.52021,0.97932,0.88671,0.87709,0.95322,0.72617,0.88654,0.64064,1.05887,0.0006733,0.0006733,0.0006733
35,2317.45,0.89838,0.50868,0.96381,0.84508,0.89575,0.94038,0.73717,0.78655,0.66914,1.02761,0.0006634,0.0006634,0.0006634
36,2391.33,0.9109,0.51431,0.97317,0.8536,0.89568,0.94324,0.75049,0.80223,0.66465,1.01405,0.0006535,0.0006535,0.0006535
37,2473.79,0.86218,0.50108,0.95826,0.95487,0.86498,0.96159,0.76427,0.77941,0.57752,1.01433,0.0006436,0.0006436,0.0006436
38,2547.1,0.89255,0.49291,0.96702,0.86052,0.90161,0.94321,0.74545,0.79765,0.6404,1.01563,0.0006337,0.0006337,0.0006337
39,2615.09,0.91259,0.49879,0.96256,0.85485,0.89713,0.95218,0.75241,0.80965,0.65765,1.03273,0.0006238,0.0006238,0.0006238
40,2683.02,0.93438,0.503,0.96837,0.92855,0.83727,0.95316,0.75443,0.79112,0.62372,1.01759,0.0006139,0.0006139,0.0006139
41,2745.34,0.88096,0.4953,0.96167,0.8613,0.8908,0.94893,0.73305,0.87291,0.66224,1.03218,0.000604,0.000604,0.000604
42,2796.73,0.86361,0.48411,0.95477,0.92735,0.84922,0.95711,0.77069,0.75679,0.60232,1.0012,0.0005941,0.0005941,0.0005941
43,2855.18,0.85855,0.47407,0.95505,0.8999,0.84366,0.94684,0.68628,1.0503,0.66783,1.12793,0.0005842,0.0005842,0.0005842
44,2909.77,0.89168,0.48965,0.96544,0.91695,0.88273,0.96051,0.77111,0.77044,0.5835,0.99785,0.0005743,0.0005743,0.0005743
45,2980.24,0.86928,0.47158,0.95171,0.87872,0.86474,0.94856,0.69526,0.99291,0.67288,1.09409,0.0005644,0.0005644,0.0005644
46,3041.36,0.84253,0.45928,0.95605,0.92423,0.88029,0.95077,0.71178,0.92499,0.60975,1.07671,0.0005545,0.0005545,0.0005545
47,3105.51,0.86513,0.47109,0.95717,0.91875,0.87079,0.96532,0.77306,0.75087,0.5545,1.00572,0.0005446,0.0005446,0.0005446
48,3168.98,0.83058,0.45884,0.94975,0.86623,0.89818,0.9543,0.74276,0.82749,0.59795,1.05126,0.0005347,0.0005347,0.0005347
49,3238.16,0.82244,0.46646,0.94532,0.88243,0.88623,0.95537,0.73028,0.88057,0.59582,1.04836,0.0005248,0.0005248,0.0005248
50,3296.73,0.84997,0.46915,0.94999,0.91485,0.87618,0.94751,0.72593,0.88317,0.60778,1.05504,0.0005149,0.0005149,0.0005149
51,3357.81,0.83257,0.46203,0.94057,0.93336,0.88267,0.95927,0.76798,0.75341,0.53537,1.00879,0.000505,0.000505,0.000505
52,3422.84,0.83641,0.45934,0.95104,0.94647,0.85959,0.96549,0.77882,0.76276,0.54565,1.02393,0.0004951,0.0004951,0.0004951
53,3487.82,0.83999,0.46457,0.95002,0.92411,0.87703,0.9523,0.69669,1.00408,0.63788,1.1005,0.0004852,0.0004852,0.0004852
54,3552.16,0.81875,0.44743,0.93911,0.89923,0.86835,0.95208,0.76677,0.75167,0.57017,1.00661,0.0004753,0.0004753,0.0004753
55,3617.85,0.83198,0.45298,0.94516,0.90788,0.90924,0.96454,0.77898,0.7665,0.51468,1.02815,0.0004654,0.0004654,0.0004654
56,3690.39,0.83122,0.44003,0.94736,0.92052,0.87848,0.96139,0.7605,0.82362,0.57383,1.03591,0.0004555,0.0004555,0.0004555
57,3765.92,0.80103,0.43128,0.93838,0.91158,0.88239,0.95183,0.75638,0.81395,0.56776,1.03469,0.0004456,0.0004456,0.0004456
58,3838.66,0.80051,0.44451,0.94245,0.93229,0.89887,0.96027,0.77113,0.7571,0.53466,1.00456,0.0004357,0.0004357,0.0004357
59,3903.29,0.83693,0.43744,0.94241,0.92827,0.89255,0.96565,0.79132,0.72691,0.50549,0.98701,0.0004258,0.0004258,0.0004258
60,3967.27,0.81482,0.42662,0.94185,0.92832,0.87891,0.96114,0.78531,0.73901,0.52481,1.00195,0.0004159,0.0004159,0.0004159
61,4040.34,0.80129,0.41757,0.94292,0.92139,0.8935,0.95519,0.7789,0.74897,0.53199,1.0039,0.000406,0.000406,0.000406
62,4106.34,0.79839,0.42627,0.94369,0.94391,0.89288,0.96184,0.73171,0.92219,0.54458,1.07124,0.0003961,0.0003961,0.0003961
63,4186.42,0.79596,0.42605,0.94114,0.92862,0.89546,0.96028,0.7923,0.72792,0.50622,1.00613,0.0003862,0.0003862,0.0003862
64,4252.98,0.79409,0.42111,0.93211,0.93552,0.91366,0.96807,0.78646,0.73966,0.49399,0.99966,0.0003763,0.0003763,0.0003763
65,4311.09,0.79752,0.4175,0.93594,0.92313,0.89351,0.95812,0.73408,0.90001,0.55696,1.06342,0.0003664,0.0003664,0.0003664
66,4370.39,0.79398,0.41935,0.93236,0.90308,0.90324,0.96448,0.798,0.69039,0.52104,0.97959,0.0003565,0.0003565,0.0003565
67,4442.63,0.78608,0.41084,0.9353,0.8935,0.90095,0.95627,0.75469,0.83553,0.55297,1.03749,0.0003466,0.0003466,0.0003466
68,4506.59,0.80959,0.42874,0.93198,0.91489,0.89456,0.96483,0.78259,0.75058,0.53137,0.99798,0.0003367,0.0003367,0.0003367
69,4573.07,0.79185,0.41507,0.93548,0.93196,0.91847,0.96243,0.77625,0.77793,0.47145,1.02183,0.0003268,0.0003268,0.0003268
70,4642.08,0.77228,0.40562,0.92969,0.94888,0.89,0.96623,0.7632,0.84006,0.50567,1.04409,0.0003169,0.0003169,0.0003169
71,4701.96,0.77329,0.40686,0.92821,0.92164,0.89278,0.95879,0.76363,0.80325,0.53402,1.01435,0.000307,0.000307,0.000307
72,4772.18,0.78252,0.40946,0.92761,0.92401,0.92133,0.9614,0.72824,0.93509,0.53905,1.06383,0.0002971,0.0002971,0.0002971
73,4830.53,0.75995,0.40027,0.92508,0.92916,0.91418,0.96061,0.74876,0.85938,0.51445,1.04667,0.0002872,0.0002872,0.0002872
74,4890.4,0.7561,0.40085,0.92439,0.93051,0.91297,0.96671,0.77515,0.79526,0.51452,1.0074,0.0002773,0.0002773,0.0002773
75,4959.56,0.77593,0.41313,0.93155,0.91812,0.90511,0.9674,0.81276,0.67355,0.50611,0.96736,0.0002674,0.0002674,0.0002674
76,5019.96,0.75017,0.39572,0.91888,0.93447,0.8968,0.96426,0.78642,0.74431,0.50177,1.0068,0.0002575,0.0002575,0.0002575
77,5077.02,0.73788,0.39644,0.9138,0.94785,0.89572,0.96396,0.76601,0.81483,0.49294,1.0199,0.0002476,0.0002476,0.0002476
78,5149.07,0.73714,0.38984,0.92111,0.92437,0.91307,0.96553,0.77595,0.77425,0.49136,1.01867,0.0002377,0.0002377,0.0002377
79,5206.34,0.72859,0.3901,0.92216,0.9247,0.90741,0.96796,0.7739,0.78296,0.48961,1.01468,0.0002278,0.0002278,0.0002278
80,5258.94,0.73839,0.38769,0.91669,0.94003,0.90771,0.96615,0.72738,0.96401,0.50804,1.07763,0.0002179,0.0002179,0.0002179
81,5324.26,0.74303,0.38634,0.92473,0.93547,0.91934,0.96761,0.76409,0.84588,0.4768,1.03649,0.000208,0.000208,0.000208
82,5386.69,0.73074,0.39267,0.91419,0.94729,0.91467,0.96855,0.79498,0.72646,0.45561,1.0009,0.0001981,0.0001981,0.0001981
83,5444.69,0.74005,0.3839,0.92279,0.94093,0.91619,0.96656,0.79003,0.74451,0.46459,0.99529,0.0001882,0.0001882,0.0001882
84,5514.23,0.71683,0.37202,0.9194,0.9374,0.90873,0.9683,0.76316,0.84615,0.48608,1.05003,0.0001783,0.0001783,0.0001783
85,5579.35,0.72163,0.38244,0.91586,0.93842,0.91328,0.96577,0.77282,0.80585,0.47669,1.01863,0.0001684,0.0001684,0.0001684
86,5651.42,0.73077,0.38025,0.91257,0.93864,0.90233,0.96631,0.76599,0.81669,0.48315,1.0313,0.0001585,0.0001585,0.0001585
87,5716.37,0.72053,0.3784,0.91451,0.92916,0.9137,0.96561,0.75445,0.87031,0.48128,1.04043,0.0001486,0.0001486,0.0001486
88,5789.99,0.71237,0.37068,0.91011,0.93499,0.9179,0.96805,0.74884,0.90429,0.48722,1.05717,0.0001387,0.0001387,0.0001387
89,5857.64,0.71765,0.3751,0.91261,0.93898,0.90417,0.96914,0.76819,0.83053,0.47895,1.03204,0.0001288,0.0001288,0.0001288
90,5927.33,0.70413,0.37164,0.91068,0.92653,0.92814,0.97152,0.78948,0.75275,0.44616,1.00043,0.0001189,0.0001189,0.0001189
91,6005.58,0.70289,0.34168,0.91685,0.92284,0.92223,0.96189,0.75524,0.85593,0.48894,1.03777,0.000109,0.000109,0.000109
92,6070.57,0.69635,0.32987,0.92334,0.93124,0.92466,0.96928,0.79025,0.75631,0.44702,1.00293,9.91e-05,9.91e-05,9.91e-05
93,6139.19,0.67071,0.32043,0.91078,0.93614,0.91789,0.96906,0.74335,0.92685,0.48853,1.0573,8.92e-05,8.92e-05,8.92e-05
94,6201.74,0.68022,0.32413,0.91526,0.93639,0.91416,0.96595,0.74455,0.91673,0.49024,1.06441,7.93e-05,7.93e-05,7.93e-05
95,6252.2,0.66288,0.31763,0.91106,0.93818,0.90567,0.96531,0.73019,0.96413,0.50229,1.07153,6.94e-05,6.94e-05,6.94e-05
96,6315.66,0.6537,0.31,0.9027,0.94209,0.91781,0.96864,0.74797,0.91949,0.47931,1.0518,5.95e-05,5.95e-05,5.95e-05
97,6374.68,0.6637,0.31462,0.90663,0.9432,0.90923,0.96812,0.76245,0.8599,0.47197,1.03568,4.96e-05,4.96e-05,4.96e-05
98,6440.04,0.64877,0.31378,0.90226,0.93872,0.92654,0.97127,0.75775,0.88184,0.46589,1.04139,3.97e-05,3.97e-05,3.97e-05
99,6503.44,0.64932,0.31049,0.90353,0.94167,0.92588,0.97188,0.76957,0.84757,0.45212,1.03162,2.98e-05,2.98e-05,2.98e-05
100,6571.21,0.64399,0.31043,0.90231,0.94244,0.92468,0.97183,0.76868,0.85158,0.45367,1.02887,1.99e-05,1.99e-05,1.99e-05
