timestamp,gpu_util_%,vram_used_mb,vram_total_mb,gpu_temp_c,power_w
13:30:05,0,190,4096,45,8.81
13:30:15,0,411,4096,46,8.83
13:30:25,0,411,4096,46,8.94
13:30:35,0,411,4096,45,8.84
13:30:45,0,411,4096,45,8.80
13:30:55,62,3881,4096,46,10.13
13:31:05,100,3888,4096,49,32.01
13:31:16,100,3888,4096,50,32.67
13:31:26,100,3888,4096,51,33.25
13:31:36,100,3888,4096,51,30.63
13:31:46,100,3894,4096,51,33.17
13:31:56,75,3894,4096,51,26.66
13:32:06,100,3894,4096,52,27.19
13:32:16,100,3894,4096,52,26.30
13:32:26,100,3894,4096,52,27.74
13:32:36,100,3894,4096,52,27.41
13:32:46,100,3894,4096,52,27.79
13:32:56,100,3894,4096,53,27.25
13:33:06,100,3894,4096,52,28.12
13:33:16,100,3894,4096,53,27.04
13:33:26,100,3894,4096,53,27.15
13:33:36,100,3894,4096,53,27.95
13:33:46,100,3616,4096,57,41.42
13:33:57,89,3870,4096,53,27.32
13:34:07,100,3870,4096,54,29.41
13:34:17,100,3870,4096,54,29.16
13:34:27,100,3870,4096,54,30.51
13:34:37,99,3870,4096,53,28.17
13:34:47,100,3870,4096,54,31.28
13:34:57,99,3870,4096,53,32.04
13:35:08,100,3870,4096,53,30.63
13:35:18,99,3870,4096,54,30.22
13:35:28,100,3870,4096,53,28.81
13:35:38,100,3870,4096,54,30.33
13:35:48,100,3876,4096,54,31.61
13:35:58,99,3870,4096,54,30.73
13:36:08,100,3870,4096,54,30.27
13:36:19,98,3870,4096,53,28.61
13:36:29,100,3870,4096,54,29.80
13:36:39,12,3556,4096,53,36.11
13:36:49,100,3841,4096,54,28.16
13:36:59,100,3841,4096,54,27.67
13:37:09,86,3841,4096,54,27.40
13:37:19,100,3841,4096,54,29.24
13:37:29,96,3841,4096,54,28.76
13:37:39,91,3841,4096,54,29.65
13:37:49,100,3841,4096,54,30.73
13:37:59,100,3841,4096,54,31.01
13:38:09,100,3841,4096,55,31.74
13:38:19,100,3841,4096,54,29.41
13:38:30,100,3841,4096,54,31.56
13:38:40,100,3841,4096,54,31.01
13:38:50,100,3841,4096,54,31.41
13:39:01,100,3841,4096,54,31.01
13:39:11,100,3841,4096,54,31.34
13:39:21,100,3841,4096,54,30.14
13:39:31,100,2895,4096,55,33.00
13:39:41,92,3835,4096,54,29.21
13:39:51,100,3835,4096,54,27.72
13:40:01,100,3835,4096,54,28.74
13:40:11,100,3835,4096,54,27.92
13:40:21,100,3835,4096,55,30.35
13:40:31,100,3835,4096,54,28.81
