epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,8843.84,0.81783,0.44154,0.91738,0.86977,0.90233,0.95237,0.76719,0.7955,0.61856,1.01657,0.0004753,0.0004753,0.0004753
55,9017.16,0.84829,0.45514,0.9291,0.91234,0.87125,0.94945,0.75088,0.83316,0.61071,1.04933,0.0004654,0.0004654,0.0004654
56,9193.12,0.8621,0.44434,0.93057,0.9337,0.8865,0.9622,0.71817,0.98399,0.61451,1.08246,0.0004555,0.0004555,0.0004555
57,9356.16,0.83693,0.43502,0.9212,0.93716,0.88766,0.96102,0.71556,0.98765,0.57808,1.06909,0.0004456,0.0004456,0.0004456
58,9536.85,0.84366,0.43872,0.92638,0.9363,0.90957,0.96635,0.78741,0.78066,0.54203,0.99331,0.0004357,0.0004357,0.0004357
59,9693.42,0.81019,0.42769,0.91195,0.93409,0.87338,0.95967,0.76861,0.7911,0.55623,1.00468,0.0004258,0.0004258,0.0004258
60,9848.63,0.8242,0.43631,0.91552,0.90633,0.86378,0.94959,0.77164,0.76439,0.60035,1.0006,0.0004159,0.0004159,0.0004159
61,10014.1,0.83478,0.42765,0.92666,0.89293,0.88385,0.95365,0.73931,0.89897,0.62132,1.05628,0.000406,0.000406,0.000406
62,10181.9,0.80549,0.42243,0.92241,0.91837,0.89505,0.9619,0.77115,0.80396,0.58259,1.01681,0.0003961,0.0003961,0.0003961
63,10345.9,0.80119,0.41878,0.91308,0.92667,0.86582,0.95785,0.77761,0.7739,0.57972,1.01378,0.0003862,0.0003862,0.0003862
64,10509.9,0.7989,0.42225,0.9053,0.92423,0.90683,0.95592,0.73017,0.92944,0.55542,1.05452,0.0003763,0.0003763,0.0003763
65,10675.2,0.80166,0.42341,0.91487,0.93368,0.88342,0.95594,0.74013,0.89715,0.57248,1.03447,0.0003664,0.0003664,0.0003664
66,10841,0.77766,0.41293,0.90571,0.91834,0.90518,0.96564,0.76329,0.82742,0.57649,1.01149,0.0003565,0.0003565,0.0003565
67,11003.2,0.79858,0.41889,0.91331,0.94085,0.87862,0.96153,0.78072,0.78047,0.5722,1.00094,0.0003466,0.0003466,0.0003466
68,11163,0.81397,0.42739,0.91111,0.9293,0.9135,0.96314,0.72481,0.9782,0.57615,1.07964,0.0003367,0.0003367,0.0003367
69,11329.8,0.79557,0.41542,0.91406,0.93029,0.91349,0.95859,0.73714,0.92349,0.54242,1.05402,0.0003268,0.0003268,0.0003268
70,11499.8,0.80405,0.41724,0.91412,0.9316,0.92081,0.96406,0.78716,0.73684,0.49408,0.99307,0.0003169,0.0003169,0.0003169
71,11645.7,0.79325,0.4075,0.90782,0.93311,0.90755,0.96716,0.78181,0.78136,0.5178,1.00477,0.000307,0.000307,0.000307
72,11811.3,0.77664,0.39849,0.90101,0.91395,0.90731,0.95997,0.79044,0.73531,0.53307,0.99152,0.0002971,0.0002971,0.0002971
73,11982,0.7799,0.40339,0.90649,0.934,0.90133,0.9623,0.76854,0.81336,0.51398,1.01321,0.0002872,0.0002872,0.0002872
74,12140.4,0.7617,0.40122,0.90636,0.93983,0.90584,0.96568,0.79223,0.75073,0.52778,0.98743,0.0002773,0.0002773,0.0002773
75,12315.5,0.75754,0.40046,0.90595,0.94406,0.91002,0.96737,0.79386,0.75006,0.50436,0.98864,0.0002674,0.0002674,0.0002674
76,12486.8,0.78088,0.40027,0.89964,0.94155,0.90875,0.96493,0.79625,0.7228,0.50018,0.98385,0.0002575,0.0002575,0.0002575
77,12650,0.76988,0.40359,0.90297,0.91698,0.90578,0.96635,0.75507,0.86783,0.5539,1.03296,0.0002476,0.0002476,0.0002476
78,12810.9,0.75114,0.3891,0.89762,0.94741,0.89847,0.96702,0.79902,0.72638,0.4975,0.9861,0.0002377,0.0002377,0.0002377
79,12976.4,0.76571,0.39584,0.90703,0.95145,0.89963,0.96677,0.78673,0.77671,0.51094,0.99518,0.0002278,0.0002278,0.0002278
80,13141.3,0.7717,0.39236,0.89857,0.95401,0.91271,0.96485,0.77425,0.81436,0.49023,1.00907,0.0002179,0.0002179,0.0002179
81,13303.6,0.74476,0.38767,0.9001,0.95525,0.9021,0.96097,0.75614,0.86546,0.50824,1.02526,0.000208,0.000208,0.000208
82,13470.5,0.73357,0.38191,0.89673,0.95594,0.90492,0.96704,0.78961,0.77757,0.48533,1.00045,0.0001981,0.0001981,0.0001981
83,13635.3,0.72807,0.38001,0.90305,0.96279,0.89112,0.9657,0.79184,0.76361,0.49896,0.99253,0.0001882,0.0001882,0.0001882
84,13800.3,0.74257,0.38408,0.90092,0.9554,0.91202,0.96521,0.71631,1.02761,0.54608,1.08628,0.0001783,0.0001783,0.0001783
85,13959,0.74113,0.38937,0.90314,0.94793,0.91168,0.96724,0.75592,0.89012,0.51407,1.03708,0.0001684,0.0001684,0.0001684
86,14126.5,0.73705,0.38205,0.89713,0.94577,0.8995,0.9648,0.75013,0.89867,0.52492,1.03782,0.0001585,0.0001585,0.0001585
87,14295.7,0.71571,0.37255,0.89266,0.94672,0.90142,0.96514,0.78811,0.77046,0.51248,0.99641,0.0001486,0.0001486,0.0001486
88,14470.9,0.73294,0.38011,0.89467,0.95363,0.904,0.9607,0.69214,1.09383,0.55876,1.11385,0.0001387,0.0001387,0.0001387
89,14636.4,0.71584,0.37062,0.88976,0.95696,0.91678,0.96887,0.76738,0.84292,0.49857,1.01445,0.0001288,0.0001288,0.0001288
90,14804.8,0.72134,0.37134,0.89349,0.95024,0.91477,0.9702,0.78969,0.77899,0.48725,0.99235,0.0001189,0.0001189,0.0001189
91,14979.7,0.7447,0.34876,0.90724,0.93241,0.91539,0.96337,0.79012,0.76244,0.48849,0.99458,0.000109,0.000109,0.000109
92,15135.8,0.70725,0.33845,0.91118,0.93347,0.90938,0.96115,0.74893,0.88844,0.51503,1.03497,9.91e-05,9.91e-05,9.91e-05
93,15292.7,0.7097,0.32835,0.9058,0.94746,0.90358,0.96556,0.74528,0.91611,0.51828,1.03963,8.92e-05,8.92e-05,8.92e-05
94,15450.6,0.69846,0.33057,0.89988,0.94376,0.90484,0.96752,0.80514,0.71671,0.48407,0.98195,7.93e-05,7.93e-05,7.93e-05
95,15609.8,0.67165,0.32068,0.89855,0.9505,0.90325,0.96759,0.76193,0.87267,0.51044,1.02821,6.94e-05,6.94e-05,6.94e-05
96,15766.1,0.66885,0.31712,0.89092,0.95573,0.90677,0.96943,0.74151,0.94186,0.52278,1.04518,5.95e-05,5.95e-05,5.95e-05
97,15922.8,0.67402,0.3201,0.8971,0.94186,0.91812,0.96723,0.75072,0.90916,0.51382,1.0386,4.96e-05,4.96e-05,4.96e-05
98,16079,0.66011,0.31334,0.89496,0.95514,0.905,0.96713,0.75881,0.87837,0.50346,1.02659,3.97e-05,3.97e-05,3.97e-05
99,16235.4,0.67006,0.31371,0.89211,0.95823,0.90392,0.96801,0.77451,0.82661,0.48645,1.01226,2.98e-05,2.98e-05,2.98e-05
100,16391.1,0.66036,0.30925,0.88982,0.95992,0.90226,0.96627,0.77402,0.8258,0.48362,1.01156,1.99e-05,1.99e-05,1.99e-05
