timestamp,gpu_util_%,vram_used_mb,vram_total_mb,gpu_temp_c,power_w
19:02:47,88,3867,4096,60,46.31
19:02:57,100,3883,4096,61,44.62
19:03:07,100,3883,4096,62,46.01
19:03:17,100,3883,4096,61,45.33
19:03:27,100,3885,4096,60,44.00
19:03:37,100,3885,4096,60,43.87
19:03:47,100,3885,4096,60,45.12
19:03:57,100,3885,4096,60,43.60
19:04:07,92,3885,4096,61,44.11
19:04:17,99,3845,4096,62,47.26
19:04:27,100,3845,4096,61,45.56
19:04:37,99,3845,4096,61,46.76
19:04:47,99,3845,4096,62,48.43
19:04:58,100,3845,4096,60,44.14
19:05:08,99,3845,4096,61,44.77
19:05:18,82,3845,4096,61,44.64
19:05:28,100,3845,4096,60,44.58
19:05:38,3,1903,4096,58,40.14
19:05:48,100,3877,4096,60,43.37
19:05:58,83,3877,4096,60,43.75
19:06:08,100,3877,4096,60,42.62
19:06:18,100,3877,4096,60,48.30
19:06:28,100,3877,4096,61,44.04
19:06:39,100,3877,4096,60,45.15
19:06:49,91,3877,4096,60,44.63
19:06:59,100,2525,4096,63,51.04
19:07:09,100,3829,4096,60,43.13
19:07:19,100,3829,4096,60,43.15
19:07:29,100,3829,4096,60,43.19
19:07:39,83,3829,4096,60,42.37
19:07:49,100,3829,4096,60,43.37
19:07:59,88,3829,4096,60,42.51
19:08:09,100,3829,4096,59,42.45
19:08:19,100,3829,4096,60,42.43
19:08:29,0,2195,4096,59,40.72
19:08:39,77,3869,4096,59,42.88
19:08:50,100,3869,4096,60,44.68
19:09:00,99,3869,4096,62,47.46
19:09:10,83,3869,4096,60,44.64
19:09:20,87,3869,4096,59,42.60
19:09:30,99,3869,4096,62,47.74
19:09:40,99,3869,4096,61,44.50
19:09:50,86,3869,4096,60,44.10
19:10:00,100,3853,4096,62,44.74
19:10:11,100,3853,4096,59,39.14
19:10:21,100,3853,4096,59,39.67
19:10:31,100,3853,4096,60,47.53
19:10:41,100,3853,4096,59,38.73
19:10:51,100,3853,4096,58,40.94
19:11:01,100,3853,4096,59,39.91
19:11:11,99,3853,4096,58,39.44
19:11:21,83,3860,4096,58,40.43
19:11:31,100,3853,4096,58,39.58
19:11:41,68,2453,4096,60,50.60
19:11:51,100,3867,4096,58,40.81
19:12:01,100,3867,4096,58,40.94
19:12:11,92,3867,4096,58,40.96
19:12:21,84,3867,4096,58,41.23
19:12:32,100,3867,4096,60,41.92
19:12:42,99,3869,4096,61,46.40
19:12:52,100,3869,4096,58,39.99
19:13:02,76,3869,4096,58,40.92
19:13:12,97,3869,4096,58,39.71
19:13:22,87,3865,4096,59,45.04
19:13:32,99,3865,4096,61,47.64
19:13:42,100,3865,4096,59,45.02
19:13:52,100,3865,4096,61,47.40
19:14:02,83,3865,4096,59,44.84
19:14:12,100,3865,4096,60,44.66
19:14:22,100,3865,4096,60,44.83
19:14:32,86,3865,4096,60,49.29
19:14:42,100,3879,4096,60,39.73
19:14:52,100,3879,4096,60,43.76
19:15:02,100,3881,4096,60,45.34
19:15:13,100,3881,4096,60,43.66
19:15:23,100,3881,4096,60,43.44
19:15:33,99,3881,4096,60,45.90
19:15:43,100,3881,4096,60,43.03
19:15:53,99,3881,4096,59,44.36
19:16:03,87,2487,4096,63,56.93
19:16:13,100,3866,4096,60,39.50
19:16:23,98,3859,4096,59,39.97
19:16:33,100,3859,4096,60,41.12
19:16:43,100,3859,4096,60,41.90
19:16:53,100,3859,4096,59,41.81
19:17:03,100,3859,4096,58,40.69
19:17:13,100,3859,4096,59,40.74
19:17:24,100,3859,4096,59,41.17
19:17:34,100,3859,4096,58,40.19
19:17:44,100,3859,4096,58,39.39
19:17:54,100,3895,4096,59,40.91
19:18:04,100,3895,4096,58,44.85
