epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,3080.91,0.95749,0.53554,0.93176,0.81441,0.81036,0.86574,0.36005,2.08544,1.06671,1.5967,0.0006634,0.0006634,0.0006634
36,3161.35,1.00264,0.54843,0.94609,0.81349,0.71991,0.80011,0.28117,2.34543,1.05836,1.70591,0.0006535,0.0006535,0.0006535
37,3248.21,0.99408,0.53999,0.94526,0.82525,0.78683,0.84697,0.28253,2.42843,1.02515,1.77451,0.0006436,0.0006436,0.0006436
38,3328.87,0.98516,0.52044,0.93679,0.87098,0.79497,0.88299,0.38212,2.0441,0.94608,1.54485,0.0006337,0.0006337,0.0006337
39,3405.57,0.93275,0.50995,0.9202,0.88734,0.81097,0.91883,0.60492,1.1998,0.73498,1.14429,0.0006238,0.0006238,0.0006238
40,3491.18,0.93548,0.50339,0.92454,0.87423,0.79927,0.91359,0.49267,1.57993,0.85415,1.31857,0.0006139,0.0006139,0.0006139
41,3586.11,0.92602,0.50897,0.93081,0.8878,0.85029,0.9347,0.63836,1.15169,0.69898,1.15084,0.000604,0.000604,0.000604
42,3669.15,0.90393,0.51236,0.92077,0.87127,0.84109,0.92988,0.67518,0.99031,0.69147,1.095,0.0005941,0.0005941,0.0005941
43,3756.81,0.91389,0.49785,0.92553,0.87508,0.80549,0.90705,0.43562,1.86978,0.85919,1.4489,0.0005842,0.0005842,0.0005842
44,3846.14,0.91979,0.49693,0.92327,0.84489,0.77,0.84578,0.3669,2.06675,0.98913,1.58822,0.0005743,0.0005743,0.0005743
45,3930.42,0.91187,0.49483,0.91854,0.86078,0.84196,0.90012,0.62687,1.11697,0.75019,1.1191,0.0005644,0.0005644,0.0005644
46,4015.85,0.88276,0.48159,0.92416,0.82992,0.79102,0.8718,0.39669,1.88026,0.89987,1.47341,0.0005545,0.0005545,0.0005545
47,4112.55,0.90919,0.49677,0.92282,0.87483,0.78785,0.90858,0.4524,1.80264,0.92084,1.42467,0.0005446,0.0005446,0.0005446
48,4205.56,0.87775,0.48164,0.91829,0.85579,0.85953,0.93486,0.69859,0.94766,0.68075,1.07974,0.0005347,0.0005347,0.0005347
49,4289.92,0.89334,0.48999,0.91893,0.7328,0.67472,0.70371,0.17213,2.90218,1.2688,2.20074,0.0005248,0.0005248,0.0005248
50,4381.57,0.8677,0.47532,0.9117,0.88933,0.81955,0.92076,0.51287,1.60948,0.78857,1.31315,0.0005149,0.0005149,0.0005149
51,4472.23,0.86097,0.47448,0.91021,0.89363,0.82735,0.89844,0.42569,1.91577,0.88614,1.48268,0.000505,0.000505,0.000505
52,4559.14,0.89672,0.4852,0.92035,0.90273,0.8519,0.92647,0.57639,1.38421,0.72383,1.23969,0.0004951,0.0004951,0.0004951
53,4668.31,0.87412,0.46588,0.90904,0.90127,0.82791,0.914,0.48125,1.71965,0.82511,1.38358,0.0004852,0.0004852,0.0004852
54,4756.91,0.88858,0.46702,0.91422,0.88616,0.85645,0.90669,0.38658,2.12271,0.89582,1.59779,0.0004753,0.0004753,0.0004753
55,4839.63,0.87112,0.45934,0.90961,0.87495,0.81145,0.89569,0.42891,1.89182,0.9008,1.47103,0.0004654,0.0004654,0.0004654
56,4931.48,0.88027,0.46148,0.91217,0.91233,0.83841,0.92609,0.47693,1.74773,0.79141,1.39247,0.0004555,0.0004555,0.0004555
57,5010.32,0.83304,0.44313,0.90137,0.9119,0.86661,0.95167,0.74836,0.81656,0.58206,1.02238,0.0004456,0.0004456,0.0004456
58,5096.74,0.82845,0.45091,0.90563,0.91823,0.83959,0.93598,0.56941,1.42842,0.70865,1.22368,0.0004357,0.0004357,0.0004357
59,5203.1,0.89044,0.45931,0.90826,0.87252,0.84861,0.92469,0.58203,1.39866,0.7339,1.23385,0.0004258,0.0004258,0.0004258
60,5299.4,0.80902,0.43008,0.89948,0.84517,0.83954,0.90457,0.41578,2.00554,0.87559,1.51514,0.0004159,0.0004159,0.0004159
61,5415.48,0.83241,0.43702,0.90878,0.90341,0.87097,0.9413,0.57591,1.43383,0.69471,1.21289,0.000406,0.000406,0.000406
62,5501.63,0.82763,0.43152,0.90418,0.88836,0.87026,0.93554,0.50576,1.68942,0.74226,1.33452,0.0003961,0.0003961,0.0003961
63,5585.21,0.84728,0.44043,0.90425,0.90663,0.83636,0.91845,0.44351,1.93192,0.86491,1.48222,0.0003862,0.0003862,0.0003862
64,5670.43,0.86757,0.44482,0.90318,0.90282,0.83271,0.93153,0.5253,1.62476,0.78853,1.32179,0.0003763,0.0003763,0.0003763
65,5761.72,0.85664,0.44053,0.9043,0.89538,0.8459,0.92421,0.46838,1.80538,0.81047,1.41474,0.0003664,0.0003664,0.0003664
66,5846.81,0.82219,0.42852,0.89538,0.92021,0.86522,0.94337,0.52415,1.63413,0.72767,1.32169,0.0003565,0.0003565,0.0003565
67,5932.19,0.81908,0.42224,0.89796,0.88118,0.83628,0.92036,0.51307,1.62157,0.78506,1.31537,0.0003466,0.0003466,0.0003466
68,6016.79,0.82879,0.43877,0.89567,0.90597,0.87471,0.95518,0.67239,1.10375,0.62446,1.1221,0.0003367,0.0003367,0.0003367
69,6098.98,0.81238,0.4338,0.8953,0.92332,0.88355,0.95372,0.61984,1.31608,0.63932,1.18699,0.0003268,0.0003268,0.0003268
70,6187.57,0.79328,0.42663,0.89154,0.90362,0.84962,0.92856,0.48812,1.76565,0.7822,1.40408,0.0003169,0.0003169,0.0003169
71,6277.2,0.81193,0.42125,0.89969,0.89448,0.86947,0.93306,0.51364,1.68475,0.74801,1.35959,0.000307,0.000307,0.000307
72,6368.52,0.7986,0.41693,0.88983,0.88954,0.83444,0.9178,0.47486,1.78927,0.79609,1.3895,0.0002971,0.0002971,0.0002971
73,6471.92,0.78005,0.40709,0.88833,0.9099,0.87973,0.95598,0.70403,1.00694,0.56849,1.07465,0.0002872,0.0002872,0.0002872
74,6562.24,0.78257,0.40811,0.89006,0.90151,0.85964,0.93935,0.54315,1.57793,0.70972,1.30032,0.0002773,0.0002773,0.0002773
75,6656.86,0.78499,0.41663,0.89707,0.91227,0.86052,0.94719,0.56977,1.46907,0.7135,1.23969,0.0002674,0.0002674,0.0002674
76,6756.45,0.7996,0.41009,0.89042,0.91166,0.8605,0.94556,0.61205,1.31343,0.66947,1.19312,0.0002575,0.0002575,0.0002575
77,6854.66,0.77312,0.40854,0.89032,0.87373,0.85765,0.92888,0.48076,1.76206,0.78607,1.38673,0.0002476,0.0002476,0.0002476
78,6944.41,0.75169,0.39787,0.88575,0.91104,0.85584,0.93523,0.56159,1.48087,0.68307,1.26635,0.0002377,0.0002377,0.0002377
79,7035.29,0.76683,0.40692,0.8883,0.91036,0.85405,0.9408,0.55363,1.50328,0.70396,1.24295,0.0002278,0.0002278,0.0002278
80,7125.55,0.76406,0.40408,0.87982,0.91232,0.86693,0.94668,0.57915,1.44573,0.68312,1.22838,0.0002179,0.0002179,0.0002179
81,7218.13,0.77509,0.39827,0.89501,0.92371,0.8853,0.9575,0.62698,1.31142,0.61443,1.17216,0.000208,0.000208,0.000208
82,7310.05,0.75077,0.39897,0.88024,0.89373,0.88599,0.94406,0.53688,1.62187,0.69435,1.31309,0.0001981,0.0001981,0.0001981
83,7401.19,0.75537,0.39241,0.88991,0.93105,0.87766,0.95675,0.77021,0.78426,0.50651,1.00433,0.0001882,0.0001882,0.0001882
84,7493.74,0.73646,0.37853,0.88673,0.9057,0.87054,0.9469,0.59548,1.39213,0.67885,1.20812,0.0001783,0.0001783,0.0001783
85,7575.34,0.74474,0.38951,0.8835,0.91894,0.86899,0.9421,0.49638,1.76211,0.72823,1.38492,0.0001684,0.0001684,0.0001684
86,7678.45,0.74984,0.3902,0.87982,0.91682,0.87736,0.95067,0.64418,1.21045,0.6056,1.14433,0.0001585,0.0001585,0.0001585
87,7761.81,0.73836,0.37977,0.87855,0.92165,0.86587,0.94667,0.51379,1.69707,0.71849,1.3598,0.0001486,0.0001486,0.0001486
88,7854.89,0.73528,0.37619,0.87741,0.92504,0.87448,0.94764,0.5581,1.54277,0.66316,1.27748,0.0001387,0.0001387,0.0001387
89,7941.24,0.7449,0.38172,0.88298,0.90102,0.88043,0.94323,0.56416,1.52085,0.67616,1.2602,0.0001288,0.0001288,0.0001288
90,8027.43,0.72557,0.37513,0.8828,0.91267,0.87388,0.94174,0.49557,1.77466,0.7433,1.384,0.0001189,0.0001189,0.0001189
91,8125.92,0.71752,0.33929,0.89165,0.91293,0.87625,0.94457,0.5325,1.65003,0.70295,1.32973,0.000109,0.000109,0.000109
92,8211.67,0.73142,0.3354,0.89762,0.91688,0.88052,0.95001,0.57755,1.49294,0.64803,1.2485,9.91e-05,9.91e-05,9.91e-05
93,8309.51,0.69037,0.3232,0.88419,0.89759,0.88563,0.94241,0.54507,1.58818,0.68471,1.29195,8.92e-05,8.92e-05,8.92e-05
94,8392.3,0.69452,0.32966,0.88515,0.90052,0.88231,0.94324,0.58916,1.42316,0.65108,1.22502,7.93e-05,7.93e-05,7.93e-05
95,8480.51,0.6854,0.32265,0.88862,0.8954,0.86779,0.93049,0.49089,1.7922,0.75321,1.41045,6.94e-05,6.94e-05,6.94e-05
96,8572.11,0.68029,0.31622,0.88233,0.91453,0.88271,0.94646,0.5437,1.61326,0.68519,1.3126,5.95e-05,5.95e-05,5.95e-05
97,8653.79,0.67767,0.31811,0.88263,0.90967,0.87836,0.94217,0.52511,1.68015,0.71202,1.35168,4.96e-05,4.96e-05,4.96e-05
98,8756.35,0.66533,0.31107,0.88085,0.91618,0.88615,0.94946,0.52815,1.68653,0.69351,1.35186,3.97e-05,3.97e-05,3.97e-05
99,8840.9,0.66174,0.31113,0.87972,0.90316,0.89363,0.94624,0.51313,1.73169,0.71326,1.37567,2.98e-05,2.98e-05,2.98e-05
100,8923.3,0.6629,0.30945,0.88109,0.90743,0.88847,0.94597,0.53027,1.66425,0.69736,1.33995,1.99e-05,1.99e-05,1.99e-05
